131 Καὶ τοσοῦτον ἐν ἐμοὶ θάρσος ἐπῆλθεν,	131 Caè tosûton en emoè thársos epêlthen,			131 And so much confidence came to me within,
	Καὶ	Caè	καί	and
	τοσοῦτον	tosûton	τοσοῦτος	so much
	ἐν	en	ἐν	in
	ἐμοὶ	emoè	ἐγώ	me
	θάρσος	thársos	θάρσος	confidence
	ἐπῆλθεν	epêlthen	ἔπειμι	came to
132 Ὥστ' ἀπεκρίθην ὡς ἄνθρωπος γενναῖος.	132 Hǒst' apecríthēn hōs ánthrōpos gennáèos.			132 So that I responded like a brave man.
	Ὥστ'	Hǒst'	ὥστε	so that
	ἀπεκρίθην	apecríthēn	ἀποκρίνομαι	I responded
	ὡς	hōs	ὡς	like
	ἄνθρωπος	ánthrōpos	ἄνθρωπος	a man
	γενναῖος	gennáèos	γενναῖος	brave
133 “Ὦ ψυχὴ φιλέλεος, προστάτριά μου,	133 “Ô psychḕ philéleos, prostátriá mū,			133 “O friendly soul, my protector,
	Ὦ	Ô	ὦ	O
	ψυχὴ	psychḕ	ψυχή	soul
	φιλέλεος	philéleos	φιλέλεος	friendly
	προστάτριά	prostátriá	προστάτης	protector
	μου	mū	ἐγώ	my
134 „ Καὶ σὺ φιλόφρων ὁ τάχος ὑπακούσας	134 „ Caè sỳ philóphrōn ho táchos hypacǔsas			134 And you, kind-hearted, quickly obeying
	Καὶ	Caè	καί	and
	σὺ	sỳ	σύ	you
	φιλόφρων	philóphrōn	φιλόφρων	kind-hearted
	ὁ	ho	ὁ	the
	τάχος	táchos	τάχος	speed
	ὑπακούσας	hypacǔsas	ὑπακούω	obeying
135 „ Οἷς αὐτὴ λόγοις πιστοῖς παρώτρυνέ σε!	135 „ Hóès autḕ lógoes pistóès parǒtryné se!			135 To which her faithful words encouraged you!
	Οἷς	Hóès	ὅς	to which
	αὐτὴ	autḕ	αὐτός	her
	λόγοις	lógoes	λόγος	words
	πιστοῖς	pistóès	πιστός	faithful
	παρώτρυνέ	parǒtryné	παροτρύνω	encouraged
	σε	se!	σύ	you
136 „ Οὕτω ταῖς σαῖς προτροπαῖς ἐν τῇ καρδίᾳ	136 „ Hǔtō táès sáès protropáès en tệ cardíạ̄			136 So in your exhortations within the heart,
	Οὕτω	Hǔtō	οὕτω	so
	ταῖς	táès	ὁ	the
	σαῖς	sáès	σύ	your
	προτροπαῖς	protropáès	πρότροπος	exhortations
	ἐν	en	ἐν	in
	τῇ	tệ	ὁ	the
	καρδίᾳ	cardíạ̄	καρδία	heart
137 „ Ενέσταξάς μοι πόθον τοῦ προχωρῆσαι,	137 „ Enéstaxás moe póthon tû prochōrêsae,			137 You inserted a desire in me to proceed,
	Ενέσταξάς	Enéstaxás	ἐνέσταξα	you inserted
	μοι	moe	ἐγώ	to me
	πόθον	póthon	πόθος	desire
	τοῦ	tû	ὁ	the
	προχωρῆσαι	prochōrêsae	προχωρέω	to proceed
138 „ Ὥστ' εἰς τὴν πρώτην πρόθεσιν ἐπανῆλθον.	138 „ Hǒst' eis tḕn prǒtēn próthesin epanêlthon.			138 So that I returned back to the first purpose.
	Ὥστ'	Hǒst'	ὥστε	so that
	εἰς	eis	εἰς	to
	τὴν	tḕn	ὁ	the
	πρώτην	prǒtēn	πρῶτος	first
	πρόθεσιν	próthesin	πρόθεσις	purpose
	ἐπανῆλθον	epanêlthon	ἐπανέρχομαι	I returned back
139 „ Ἄγε δή, μία θέλησις ἡμῖν ἔστω·	139 „ Áge dě, mía thélēsis hēmîn éstō;			139 Come then, let there be one will for us;
	Ἄγε	Áge	ἄγω	come
	δή	dě	δή	then
	μία	mía	εἷς	one
	θέλησις	thélēsis	θέλησις	will
	ἡμῖν	hēmîn	ἐγώ	us
	ἔστω	éstō	εἰμί	be
140 „ Σύ μοι ποδηγός, σὺ κύριος, σύ τ' ἄρχων.”	140 „ Sý moe podēgós, sỳ cýrios, sý t' árchōn.”			140 You guide me, you are the master, and you are the ruler.”
	Σύ	Sý	σύ	you
	μοι	moe	ἐγώ	to me
	ποδηγός	podēgós	ποδηγός	guide
	σὺ	sỳ	σύ	you
	κύριος	cýrios	κύριος	master
	σύ	sỳ	σύ	you
	τ'	t'	τε	and
	ἄρχων	árchōn	ἄρχων	ruler
141 Αὐτῷ ταῦτ' εἶπον· ὁ δ' ἔπειτα προέβη,	141 Autộ táùt' éìpon; ho d' épeita proébē,			141 I said these to him, and then he proceeded.
	Αὐτῷ	Autộ	αὐτός	himself
	ταῦτ'	táùt'	οὗτος	these
	εἶπον	éìpon	λέγω	I said
	ὁ	ho	ὁ	the
	δ'	d'	δέ	and
	ἔπειτα	épeita	ἔπειτα	then
	προέβη	proébē	προέρχομαι	he proceeded
142 Ἐγὼ δ' εἰς τὴν ἀγρίαν ὁδὸν εἰσῆλθον.	142 Egṑ d' eis tḕn agrían hodòn eisêlthon.			142 But I entered into the wild road.
	Ἐγὼ	Egṑ	ἐγώ	I
	δ'	d'	δέ	but
	εἰς	eis	εἰς	into
	τὴν	tḕn	ὁ	the
	ἀγρίαν	agrían	ἀγρίας	wild
	ὁδὸν	hodón	ὁδός	road
	εἰσῆλθον	eisêlthon	εἰσέρχομαι	I entered
